SK_ID_CURR,TARGET
100001,0.08763490929986137
100005,0.09514039121209847
100028,0.06588855580272113
100057,0.08949128496361017
100065,0.09589865549604337
100066,0.092241909533805
100067,0.09940721899922922
100090,0.09428910060036534
100091,0.09403064235301711
100092,0.09117543025788018
100107,0.0938467882140313
100109,0.09086564229558934
100117,0.0892753659349453
100128,0.09062422192686571
100150,0.09456320639251908
100169,0.0869894533055369
100223,0.08928643597775368
100245,0.0917016127335488
100253,0.08175682321293866
100278,0.08906998739139912
100280,0.08875354860671511
100311,0.09420649471760477
100312,0.08862603917047775
100330,0.08819668625904886
100352,0.08380051573931753
100358,0.0823132336597662
100399,0.07800646230591127
100416,0.08101640483891298
100426,0.0742159252523072
100438,0.08913293400454726
100446,0.08712403231697416
100466,0.0941794255201127
100484,0.06122179759658753
100510,0.09067151602511725
100517,0.08523838411249182
100551,0.07986269307388479
100552,0.0940252938851541
100553,0.09664106029314448
100561,0.09886343346778967
100617,0.0899328843845591
100618,0.08275499772722873
100622,0.09766127151695624
100677,0.09143619301308735
100699,0.09307372350488156
100729,0.09574835701902984
100745,0.07887869899201978
100751,0.08893635354513685
100753,0.09680656991293443
100770,0.08350599834009283
100772,0.07711346688890018
100791,0.09382482369934672
100792,0.09370209682763037
100797,0.07734379118956299
100823,0.08608926873510715
100826,0.08928845750285225
100872,0.07748691315974389
100913,0.08290702149280203
100931,0.09433796855001973
100952,0.08379411638956806
100953,0.08731618599893098
100965,0.09511188644708476
100982,0.0896971527104229
100983,0.08638308101474058
100984,0.08396486609240209
100987,0.08881759346181636
100997,0.09623473915688802
101002,0.09394619639586978
101021,0.09478431226729124
101024,0.08781478014037578
101041,0.08917932399917337
101051,0.09089163886033653
101056,0.09215580902142238
101064,0.0973726094089226
101087,0.09718519670657172
101118,0.08667029505922623
101125,0.07769276970002535
101126,0.09029168100647841
101181,0.07711971429900004
101186,0.09311909017711789
101190,0.09398286941666857
101194,0.09292411742042019
101213,0.09391416560760847
101237,0.09315756071448199
101268,0.093020430616204
101271,0.08836671856754728
101294,0.09173698937900468
101297,0.09484709056267691
101299,0.06987145771042515
101301,0.09086589467775442
101305,0.0915676329619133
101308,0.08952189011937765
101329,0.09814012622575667
101337,0.0775365879117454
101343,0.08936385500184377
101346,0.08396449475981899
101353,0.07941739273610542
101354,0.09428219879996984
101355,0.07489927551663067
101362,0.08899510322937239
101368,0.08462376073109787
101399,0.09117302076820816
101412,0.09540565754319782
101449,0.09472457170523395
101465,0.09716023519790255
101504,0.059937500190839654
101548,0.0906023188679676
101555,0.09779015650437684
101570,0.0788262490306349
101578,0.09702572222588424
101580,0.0934964518115636
101588,0.08330705456976839
101602,0.08955324740005104
101610,0.09252180629782915
101616,0.09875355085450026
101649,0.09395595213827879
101665,0.09119631336673874
101667,0.09026483958002073
101678,0.08394129680972635
101682,0.09696966751415326
101700,0.08384898316674748
101714,0.08132653761603557
101728,0.08785417178598294
101732,0.09538607163481772
101757,0.09607107611552072
101758,0.09681468618865469
101759,0.08971413046220843
101762,0.07965506738453437
101764,0.09409702427728377
101780,0.090336620396525
101784,0.07770659231924515
101789,0.07015317935604629
101827,0.09065721978717653
101863,0.09528623423148046
101870,0.08395050644642094
101878,0.09165622895294039
101887,0.07652733930794633
101901,0.08836586849030538
101903,0.093641200638921
101921,0.06557387323153731
101922,0.09667117763630474
102002,0.08391081167741443
102005,0.06975552972649622
102007,0.09315814036011576
102051,0.0892268657176233
102052,0.0936812958219857
102054,0.0840326261714124
102068,0.0961158021616791
102070,0.0759357287780364
102100,0.05891020673339404
102113,0.09517517439593136
102126,0.08918780693038111
102151,0.09117563616290761
102159,0.0940234437321039
102162,0.09390359608496524
102165,0.0618655199264723
102174,0.0945989156474357
102198,0.07521936016835665
102205,0.088440940083774
102206,0.09460098595030156
102218,0.08194537109300022
102221,0.08800758876378777
102230,0.0858161058284034
102248,0.08442614918657697
102252,0.09274449301292653
102262,0.08377603608212529
102273,0.09594772841975721
102298,0.08641033860132888
102315,0.09456032088050047
102403,0.09794870952033605
102413,0.09338677753779588
102414,0.06421320344934639
102415,0.0942805818594248
102443,0.09484665438554453
102444,0.09814342640898883
102448,0.08795503146631778
102458,0.08499076679670622
102459,0.08378081875044209
102465,0.08009537616754818
102470,0.09642268432715193
102506,0.0950313740086522
102522,0.094608137703098
102545,0.0902044781731409
102549,0.09762837920660748
102562,0.08805755568546321
102563,0.08809206456102449
102592,0.094374785775707
102597,0.09663778588082467
102634,0.09280604278481232
102652,0.09147177406214872
102655,0.06905213634248901
102703,0.08750654841423224
102731,0.08847975036894852
102733,0.09623524837639691
102763,0.09587729191872907
102770,0.09441764311450612
102772,0.08868927470577893
102862,0.09278590222241861
102867,0.0889006179677958
102868,0.09769100414367628
102887,0.09426962502875488
102912,0.09381359788352502
102933,0.0943942997795833
102971,0.08080622224323847
102979,0.09032734751472568
102982,0.0932810145489491
102987,0.08376471885730223
102989,0.09448010263471805
102995,0.09427748277228755
103001,0.09187207269459567
103004,0.0876595010319115
103025,0.09038074579065722
103029,0.09774935397670052
103078,0.08374186334392698
103097,0.08580149820390955
103112,0.08418001908635017
103146,0.09680728882321013
103147,0.0795765886059824
103173,0.07597390452425636
103195,0.08698095762373413
103196,0.07882103541656545
103231,0.08818555502164127
103239,0.08336719887776428
103240,0.08313957288485073
103243,0.09131111727543556
103258,0.09660153094028817
103259,0.08311322461744443
103280,0.08828516098553858
103287,0.08922667255922577
103290,0.08802708091564648
